ID,Geschlecht,Größe
"Quintana, Alex",Male,176
"Park, Joshua",Male,196
"Yanushonis, Zevin",Male,186
"Olea Tovar, Brianna",Female,167
"Gonzales, David",Male,174
"Duong, Christopher",Male,184
"Vasquez, T'Keyah",Female,153
"Jefferson, Timothy",Male,183
"Wallace V, Morgan",Female,161
"Metts, Quaton",Male,178
"Hermawan, Derantae",Male,180
"Marquez, Raymond",Male,194
"Ganbaatar, Brandon",Male,180
"Smith, Jeremy",Male,175
"Kim, Dominic",Male,186
"Coberly, Jazmine",Female,158
"Axalan, Joseph",Male,185
"Charles, Nathan",Male,174
"Day, Chinguun",Male,182
"Edd, Samuel",Male,181
"Huffstater, Jonathan",Male,178
"Pettibone, Paige",Female,149
"Martinez, Brandon",Male,169
"Pena, Anthony",Male,185
"Tan, James",Male,187
"Silva, Babirye",Female,159
"Alires, Yazmeen",Female,163
"Garcia, Denise",Female,148
"Sotelo, Laura",Female,161
"Grossaint, Payton",Male,189
"Moya, Shaniya",Female,167
"Khim, Eli",Male,187
"Perez, Raja",Female,158
"Valadez, William",Male,185
"Mickelson, Robert",Male,180
"Ordonez, Kiana",Female,165
"Calano, Gerald",Male,185
"Guillen, Desire",Female,167
"Kuck, Theo",Male,190
"Depolo, Meredith",Female,164
"Andrade, Selena",Female,182
"Moore, Diamond",Female,154
"Martinez, Matthew",Male,174
"Zuni, Roman",Male,192
"Davis, Delrey",Female,169
"Moore, Abigail",Female,163
"Walker, Kaela",Female,153
"Kane, River",Male,174
"Boswell, Grayson",Female,160
"Palacio Mendez, Karla",Female,161
"Johnson, Arlene",Female,152
"Kerorssa, Gary",Male,179
"Watkins, Hyojae",Female,172
"Li, Robert",Male,175
"Jay, Stephanie",Female,166
"Anderson, Daniel",Male,160
"Schnitzler, Elise",Female,165
"Hall, Stormy",Female,152
"Andazola-Marquez, Mckenzie",Female,166
"Hong, Jose",Male,176
"Estrada, Kelci",Female,178
"Sandoval, Amy",Female,155
"Min, George",Male,174
"Aldape, Karla",Female,163
"Medrano, Angelica",Female,164
"Quintana, Melissa",Female,167
"Cordova, Tashaun",Female,164
"Baig, Alexander",Male,168
"Chavez, Avery",Female,144
"Grainda, Pedro",Male,180
"Bridgeforth, Benjamin",Male,176
"Robinson, Elizabeth",Female,163
"Green, Amanda",Female,162
"Toledo, Christofer",Male,203
"Whipple, Qiao Yi",Male,182
"Parson, Nicholas",Male,175
"Tran, Marques",Male,186
"Kief, Keenan",Male,188
"Parker, Jessica",Female,171
"Alexander, Jeanerette",Female,164
"Ko, Ernesto",Male,171
"Bramlett, Riley",Female,161
"Samhouri, Sarah",Female,168
"Montoya, Brittany",Female,178
"Hicks, Anamaria",Female,168
"Roberts, Jennifer",Female,154
"Padilla, Cathi-Lee",Female,174
"Kitta, Erica",Female,166
"Ramirez, Tiarra",Female,156
"Casillas, Guang",Male,172
"Begay, Sean",Male,175
"Johnson, Jake",Male,171
"Martin, Jenny",Female,165
"Longwing, Chad",Male,175
"Herndon, Howe",Male,179
"Garcia, Quisa",Female,156
"Broncucia, Savannah",Female,165
"Patel, James",Male,180
"Villa, Seychelle",Female,160
"Lozano, Kurissa",Female,160
"Aguilar, Deyanira",Female,166
"Lovato, Ashia",Female,164
"Elizardo, Belen",Female,154
"Radzihovsky, Adrian",Male,180
"Renehan, David",Male,178
"Agustin, Joseph",Male,170
"Sisomsune, Luis",Male,188
"Zheng, Oscar",Male,165
"Rogers, Jennifer",Female,167
"Saldanha, Alexander",Male,160
"Caban, Ty' Esha",Female,158
"Axalan, Matthew",Male,174
"Herrera Avila, Dejah",Female,162
"Delgadillo Nevarez, Maryssa",Female,170
"Perez, Carlos",Male,182
"Buchanan, Dominic",Male,167
"Silverston, Khiem",Male,180
"Li, Majid",Male,173
"Dimas, Janel",Female,174
"Mohamed, Brittany",Female,159
"Guerra Moreno, Courtney",Female,162
"Zhang, Jose",Male,176
"Clarke, Madison",Female,164
"Moreno, Stephanie",Female,171
"Nguyen, Xavier",Male,181
"Wang, Herber",Male,187
"Meyer, Austin",Male,193
"Beltran Ramirez, Bania",Female,163
"Grier, Nhi",Female,161
"Perez, Desiree",Female,170
"Segura, Jannette",Female,149
"Hamlin, Kristopher",Male,176
"Rude, Trevon",Male,179
"Frothingham, Britney",Female,160
"Lalaguna, Tashae",Female,142
"Weiss, Tony",Male,176
"Valenzuela, David",Male,180
"Rodriguez, Laura",Female,156
"Lopez, Julia",Female,166
"Majid, Jordan",Male,168
"Thompson, Nicholas",Male,178
"Delarosa, Alissia",Female,165
"Sohn, Markies",Male,178
"Gear, Kalah",Female,166
"Sandhu, Justin",Male,183
"Simion, Alhagie",Male,179
"Beyene, Rasmi",Female,170
"Black, Dennis",Male,173
"Kazemi, Quartus",Male,178
"Ho, Daniel",Male,181
"Holt, Kaitlin",Female,158
"Campos, Tamara",Female,165
"Gillespie, Jenny",Female,166
"Greening, Juan",Male,174
"Enriquez, Stephanie",Female,176
"Scaggs, Brisha",Female,160
"Gashwazra, Daniel",Male,165
"Lee, Jordon",Male,185
"Bernhardt, Shelina",Female,168
"Coleman, Julieanna",Female,157
"Johnson, Teran",Male,179
"Aofia, Nicomedes",Male,178
"Revello, Kevin",Male,161
"Damian, Bree",Female,162
"Mitta, Van",Male,184
"Lor, Eduardo",Male,185
"Andrews, Ashlyn",Female,171
"Jordan, Mia",Female,158
"Pham, Joseph",Male,172
"Preston, Rebecca",Female,157
"Torres, Gabriela",Female,169
"Siers, Connor",Male,186
"Vargas, Lashantarica",Female,154
"Fechner, Samantha",Female,172
"Le, Ernesto",Male,178
"Adams, Alex",Male,188
"Hornbuckle, Ezequiel",Male,172
"Kim, Luis",Male,185
"Patch, Andrew",Male,171
"Gonzales, Logan",Male,198
"Martin, Teddy",Male,184
"Acevedo Mercado, Marisa",Female,163
"Mitchell, Seiyoung",Female,167
"Collins, Phillip",Male,181
"Galvan, Isabella",Female,158
"Pham, Alex",Male,186
"Chavarria, Henry",Male,164
"Dalton, Cameron",Male,183
"Padilla, Alexis",Female,163
"Falsetto, Abrah",Female,147
"Elizalde, Nakesha",Female,153
"Aguirre, Mekeila",Female,163
"Hernandez, Hypatia",Female,164
"Lopez, Cristal",Female,175
"Paredes, Alesia",Female,148
"Nunez, Vanessa",Female,145
"Lim, Thomas",Male,180
"Fejeran, Martin",Male,170
"Singh, Ian",Male,190
"Alderete, Clifton",Male,186
"Tsend Ayush, Quyncc",Male,181
"Doughty, Scott",Male,168
"Blackman, Aaron",Male,175
"Alvizo, Cassandra",Female,164
"Dang, Lester",Male,181
"Abraham, Marcus",Male,175
"Skeels, Angeline",Female,166
"Ramirez, Marissa",Female,150
"Jewett-Garcia, Ayala",Female,162
"Chavez, Faith",Female,164
"Wilson, Christian",Male,189
"Castilla, Shonna",Female,155
"Vance, Nancy",Female,172
"Salazar, Jenae",Female,158
"Hood, Andrew",Male,181
"Fejeran Reyes, Michael",Male,181
"Amerson, Cody",Male,174
"Serna, Amber",Female,159
"Lopez, Nathan",Male,182
"Le, Jamar",Male,175
"Mcbryde, Rikki",Female,170
"Geisler, Vincent",Male,189
"Martin, Ayla",Female,165
"Solis, Dominique",Female,159
"Taylor, Lilly",Female,172
"Newberry, Dominic",Male,178
"Ronquillo, Jasmine",Female,154
"Campbell, Ian",Male,173
"Hutton, Jonathan",Male,174
"Cunningham, Anthony",Male,173
"Harrison, Kelly",Female,162
"Lee, Alan",Male,183
"Jhaveri, Martin",Male,183
"Sillemon, Levi",Male,188
"Trujillo, Amanda Lynn",Female,153
"Raya, Brenda",Female,172
"Windom, Alexandra",Female,162
"Morales, Yoanna",Female,169
"Holder, Kathy",Female,160
"Hammond, Mirissa",Female,157
"Mendez, Yoselin",Female,171
"Knox, Faaris",Male,169
"Roller, Lindsay",Female,167
"Covington, Anton",Male,186
"Riley, Michael",Male,187
"Robinson, Justin",Male,178
"Anaya, Alexis",Female,160
"Huynh, Matthew",Male,184
"Barron, Vang",Male,176
"Williams, Samantha",Female,166
"Le, Brandon",Male,179
"Buchanan, Taylor",Male,175
"Cho, Christopher",Male,191
"Lard, Cheyenne",Female,171
"Gores, Lester",Male,167
"Karp, Sophany",Female,167
"Padilla, Jha Nae",Female,154
"Taylor, Sheila",Female,172
"Sulub, Genesis",Female,159
"Gonzales, Taylor",Female,165
"Lund, Exiquio",Male,180
"Hall, Andrew",Male,176
"Vang, Gabriel",Male,190
"Bobian, Mallory",Female,154
"Gonzalez, Eva",Female,168
"Pae, Tajrik",Male,188
"Patterson, Hunter",Male,164
"Knight, Morgan",Female,155
"Smith, Kathryn",Female,154
"Trujillo, Rhashan",Female,147
"Patterson, Jarnell",Male,170
"Boyd, Wyatt",Male,186
"Mandonado, Dara",Female,149
"Puckett, Paul",Male,176
"Aquiningoc, James",Male,190
"Morales-Mendez, Pauline",Female,157
"Haynes, Justin",Male,186
"Rouillard, Robert",Male,189
"Borom, Grant",Male,184
"Nelson, Da'Na",Female,157
"Wang, Tavien",Male,184
"Bagby, Vivian",Female,164
"Hernandez, Jhamilex",Female,167
"Loya, Miranda",Female,146
"Guerra, Devonte",Male,185
"Baeza, Kendra",Female,154
"Tran, Carlos",Male,172
"Bhagat, Jordan",Male,178
"Avila-Correa, Moe'Sha",Female,164
"Israel, Jimmy",Male,178
"Lopez, Tyler",Male,175
"Salgado, Tanya",Female,145
"Vu, Teodoro",Male,171
"Yazzie, Milton",Male,175
"Bell, Mirza",Male,200
"Roybal, Kaylonda",Female,168
"Elizondo, Monice",Female,162
"Reyes, A Brieonna",Female,156
"Castillo, Chrystal",Female,162
"Matin, Ariel",Male,174
"Gray, Molly",Female,152
"Locken, Mamadou",Male,195
"Tamura, Perry",Male,187
"Medina, Mauro",Male,181
"Ng, Behailu",Male,186
"Absher, Kevin",Male,180
"Mcintosh, Bruce",Male,186
"Taylor, Soo",Female,148
"O'Bannon, Shelby",Female,164
"Wainess, Ethan",Male,172
"Sellers, Kelsey",Female,181
"Blackmore, Zachary",Male,176
"Leifer, Tasha",Female,162
"Delhierro, Aesha",Female,173
"Torrez, Courtney",Female,168
"Harling, Riley",Male,196
"Ahmed, Matea",Female,163
"Coronado, Lariah",Female,177
"Lewis, Robert",Male,184
"Bernatsky, Matthew",Male,182
"Mack, Naomi",Female,161
"Florez, Daioshanay",Female,165
"Qadri, Thristin",Male,181
"Abert, Miranda",Female,170
"Lopez, Nedy",Female,175
"Dehn, Benjamin",Male,186
"Meza Pelayo, Kathryn",Female,172
"Herrera, Christian",Male,195
"Ware, Angela",Female,154
"Rice, Paul",Male,180
"Marshall, Michael",Male,186
"Khan, Jesus",Male,189
"Malloy-Schulte, Robert",Male,176
"Nogueira, Zeyonni",Female,168
"Columbus Norvell, Robert",Male,184
"Ortega, Michael",Male,174
"Hill, Angela",Female,154
"Alferos, Cole",Male,174
"Hadaway, Taylor",Female,163
"Zuniga, Destiney",Female,156
"Dedios, Kang",Male,186
"Mandujano, Caitlyn",Female,172
"Gaibler, Hayley",Female,157
"Lutz, Riley",Female,174
"Bell, Cameron",Male,161
"Leamons, Johnaton",Male,178
"Moore, Rebecca",Female,168
"Sosa, Matthew",Male,181
"Blas Meza, Cheyanne",Female,161
"Phillips, Samantha",Female,169
"Garcia Alvarado, Ariana",Female,165
"Wilson, Sabra",Female,174
"Gallegos, Anthony",Male,178
"Valdez, Savannha",Female,167
"Mendoza, Chelsea",Female,151
"Sanchez, Katelyn",Female,160
"Kerst, Emily",Female,153
"Cheung, Ezekiel",Male,176
"Gist, Dave",Male,195
"Harney, Ander",Male,174
"Park, Ramon",Male,177
"Anderson, Lacy",Female,165
"Parthasarathy, Kristopher",Male,162
"Fraire, Danielle",Female,166
"Padeway, Dan",Male,178
"Silva, Tommy",Male,186
"Wade, Brian",Male,172
"Stephenson, Amy",Female,165
"Montoya, David",Male,186
"Yin, River",Male,188
"Bishop, Dylan",Male,182
"Chhetry, Jordan",Male,180
"Fernandes, Andrew",Male,176
"Chau, Zacariah",Male,189
"Reta Diaz, Elizabeth",Female,164
"Vigil, Taylor",Female,167
"Candelarie, Nuvia",Female,150
"Faktorovich, Briana",Female,153
"Morris, Adam",Male,194
"Parsons, Phuong",Female,154
"Knoll, Gabriel",Male,175
"Gonzalez, Jennifer",Female,164
"Macias, Bianca",Female,160
"Rinhart, Ricky",Male,187
"Leon, Lauren",Female,177
"Gloyd, Jun-Wo",Male,174
"Corral, Tabitha",Female,178
"Willems, Erin",Female,163
"Arviso, Dwight",Male,185
"Giles, Alexandrina",Female,162
"Ironshield, Tanner",Male,170
"Saiganesh, Jean",Male,181
"Cross, Jervis",Male,172
"Lozada, Catherine",Female,179
"Martinez, Dante",Male,186
"Granillo, Francesca",Female,160
"Fernandez, Tracy",Female,171
"Miramontes, Estefany",Female,156
"Morales, Camri",Female,172
"Johnson, Tommy",Male,178
"Nguyen, Jose",Male,187
"Lopez, Rosa",Female,158
"Hypio, Jovauhn",Male,174
"Wyeno, David",Male,192
"Shafi, Samuel",Male,183
"Briggs, Tavaris",Male,172
"Cotonuts, Lavi",Male,184
"Wong, Joshua",Male,184
"Day, Ryan",Male,183
"Bacich, Brenna",Female,160
"Ashtakala, Stephen",Male,182
"Gutierrez, Alejandra",Female,181
"Porras, Heather",Female,163
"Aguilar, Alexandra",Female,152
"Broadus, Anh",Female,169
"Alexander, Blake",Male,178
"Cisneros, Ahjanaye",Female,176
"Mcmaster, Joseph",Male,174
"Zartman, Lucas",Male,181
"Flores, N'Jah",Female,164
"Jack, Shawna",Female,161
"Culhane, Hayden",Male,182
"Duling, Joshua Ian",Male,170
"Young, Jibrael",Male,171
"Valdez, Paulina",Female,157
"Loughridge, Yeng",Male,170
"Aragon, Samantha",Female,167
"Fry, Alejandro",Male,178
"Peraza Martinez, Selena",Female,154
"Costa, Landon",Male,185
"White, Breanna-Marie",Female,165
"Barnett, Alexandra",Female,160
"Arellano, David",Male,160
"Adolpho, Alex",Male,171
"Lopez, Bianca",Female,153
"Moore, Breanna",Female,172
"Lujan, Kaylan",Female,155
"Tran, Daniel",Male,182
"Swindall, Cheyenne",Female,159
"Armstrong, Holly",Female,160
"Chavez, Avery",Male,189
"Gilmore, Andrew",Male,178
"Sabey, George",Male,181
"Iron Cloud, Ian",Male,179
"Poole, Makayla",Female,166
"Hicks, Alexis",Female,164
"Zazueta, Alyssa",Female,154
"Kochis, Daud",Male,189
"Ky, Lavaris",Male,182
"Padilla, Desiree",Female,159
"Fernandez, Neshea",Female,160
"Mao, Raymond",Male,180
"Baradi, Fernando",Male,185
"Lewis, Jessica",Female,152
"Hood, Rebeka",Female,165
"Clift, Jiali",Female,160
"Bueno, Brittany",Female,159
"Riley, Fiona",Female,168
"Jones, Dustin",Male,169
"Minor, Christopher",Male,190
"Meza, Jocelyn",Female,157
"Mengeolt, Jesus",Male,193
"Tafoya, John",Male,178
"Wellington, David",Male,178
"Perry, Sung-Jin",Male,178
"Rodriguez, Dania",Female,158
"Clemenson, Rachel",Female,160
"Greimann, Mauria",Male,181
"Bird, Matthew",Male,194
"Rodriguez, Anthony",Male,186
"Tann, Rene",Male,178
"Acevedo Soto, Shaquzia",Female,172
"Downing, Emma",Female,161
"Rios, Yashira",Female,161
"Trujillo, Daianna",Female,158
"Locke, Tsavii",Female,175
"Gallegos, Clarissa",Female,171
"Casados, Samuel",Male,183
"Davis, Marce",Female,169
"Belton, Gabriel",Male,176
"Garcia, Troy",Male,178
"White, Kelsey",Female,162
"Olivas, Casandra",Female,155
"Small, Falisha",Female,169
"Martinez, Odalis",Female,178
"Li, Luis",Male,174
"Martin, Connor",Male,179
"Luce, Sage",Male,185
"Brison, Rabekka",Female,154
"Bucio-Gonzalez, Ariana",Female,178
"Mccracken, Caine",Male,173
"Horton, Claire",Female,178
"Doughty, Malcolm",Male,173
"Buni, Jovon",Male,179
"Caraveo, Kalynne",Female,164
"Hosan, Alex",Male,165
"Palmer, Sophia",Female,162
"Tafoya, Brianna",Female,173
"Lu, Jonatan",Male,172
"Moore, Annaleigh",Female,168
"Hollier, Eric",Male,164
"Garza, Michael",Male,180
"Gallegos, Jordan",Female,175
"Truong, Caleb",Male,166
"Yeadon, Sreenidhi",Female,156
"Jones, Cleo",Female,166
"Deveyra, Jovan",Male,196
"Taimanglo, Trae",Male,179
"Hong, Nalajuan",Male,194
"Munoz-Pasillas, Markayla",Female,170
"Milburn, Jason",Male,178
"Orozco, Valeria",Female,157
"Sandoval, Martia",Female,159
"Shumake, Kristi",Female,158
"Quangson, Aaron",Male,199
"Garcia, Mark",Male,182
"Tang, Jorge",Male,189
"Kim, Gabriel",Male,174
"Martinez, Aaliyah",Female,162
"Porter, Azelia",Female,169
"Romero, Brittany",Female,162
"Martinez, Mayra",Female,176
"Mireles, Shelly",Female,145
"Blackmond, Pari",Female,163
"Gonzalez, Jenae",Female,164
"Phu, Quinn",Male,176
"Johnson, Kayla",Female,160
"Zapata, Veronica",Female,164
"Blanton, Joey",Male,183
"Freeman, Lucia",Female,163
"Henderson, Joylensia",Female,166
"Liu, Christopher Lou",Male,177
"Eastburn-Rundle, Haliegh",Female,179
"Rose, Phuong",Female,167
"Arellano, Shannon",Female,153
"Smith, Karissa",Female,166
"Hill, Chasity",Female,183
"Situmeang, Isaiah",Male,176
"Reda, Dylan",Male,194
"Diekman, Charlotte",Female,172
"Williams, Joseph",Male,184
"Demery, Kevin",Male,185
"Ewton, Eric",Male,180
"Christensen, Mariah",Female,157
"Carver, Delaney",Female,159
"Gomez, Trevor",Male,195
"Cha, Antonio",Male,193
"Lumpkin, Jonathan",Male,188
"Thomas, Bethany",Female,165
"Guzman-Aragon, Desiree",Female,153
"Williams, Tiberius",Male,186
"Hutchinson, Sarah",Female,175
"Wade, Jessica",Female,172
"Wako, Austin",Male,177
"Thach, Emilio",Male,172
"Richardson, Ella",Female,162
"Smits-Kagoshima, Jonathan",Male,176
"Giordano, Erin",Female,170
"Riley, Jesslyn",Female,180
"Khom, Devion",Male,188
"Guerrero, Monica",Female,159
"Auyeung, Ricardo",Male,182
"Sheafe, Dravell",Male,181
"Wetsch, Jakoby",Male,185
"Chittarath, Byron",Male,173
"Bivings, Kendrick",Male,171
"Gonzales, Jeanelle",Female,152
"Sullivan, Tiara",Female,167
"Gramse, Brady",Female,169
"Rascon, Jazmine",Female,164
"Henderson-Hayes, Emily",Female,157
"Carlo, Patrick",Male,177
"Hansen, John",Male,177
"Kinney, Victoria",Female,160
"Deluera, Gwynneisha",Female,168
"Mariner, Osiris",Female,173
"Austin, Joshua",Male,180
"Renner, Maria",Female,170
"Dillard, Santee",Female,167
"Ibarra, Jaizmin",Female,169
"Papst, Randi",Female,158
"Gutierrez, Alicia",Female,178
"Mcqueary, Yennhi",Female,172
"Williams, Cheyenne",Female,168
"Broadway, Eun",Female,157
"Preuitt-Parks, Destin",Male,176
"Giehm, Dulguun",Male,192
"Napila, Tyrell",Male,181
"Ashworth, Noah",Male,174
"Givens, Jaspreet",Female,171
"Dao, Andrew",Male,180
"Dixon, Aranda",Female,154
"Guillory, Marissa",Female,162
"Moore, Matthew",Male,172
"Johnson, Xin",Male,187
"Weiss, Peter",Male,182
"Casas, Dakota",Female,169
"Carter, Danielle",Female,162
"Coward, Mikayla",Female,175
"Chirinos, Stephany",Female,155
"Langridge, Gabriel",Male,174
"Ortega, Mayra",Female,168
"Ford Nunn, Dakota",Male,176
"Aguayo-Sanchez, Monica",Female,167
"Ornelas, Brisa",Female,172
"Romero, Adriana",Female,159
"Miscles, Daijanae",Female,177
"Gamez, Trice",Female,166
"Manibusan, Eisley",Male,176
"Xiong, Cartier",Male,192
"Adams, Nathan",Male,188
"Coker, Javier",Male,174
"Salazar, Rojan",Male,181
"Ortega, Marissa",Female,153
"Amon, Ewald",Male,171
"Vargas, Monique",Female,154
"Nguyen, Isaiah",Male,193
"Gonzalez, Mia",Female,169
"Sudendra, Kashion",Male,182
"Muniz, Raquel",Female,165
"Sleevi, Veronica",Female,169
"Varanai, Steven",Male,182
"Nunez, Erin",Female,150
"Anderson, Austin",Male,192
"Daniel, Sebastian",Male,160
"Mares, Richie",Male,171
"Rodrigues, Daylamae",Female,173
"Brooks, Ethan",Male,175
"Bueno, Anthony",Male,178
"Zachareas, Jocelin",Female,156
"Brown, Ashley",Female,166
"Montoya, Jared",Male,183
"Pennington, Shebra",Female,154
"Iron Wing, Eric",Male,192
"Vannavong, Alexander",Male,179
"Warner, Robert",Male,170
"Carrigan, Jungsoo",Male,184
"Rose, Joshua",Male,184
"Dysart, Faith",Female,166
"York, Darral",Male,170
"Bedonie, Matthew",Male,185
"Warren, Alex",Male,170
"Thompson, Joon Ho",Male,175
"Olona, Jessica",Female,174
"Kunstman, Trenten",Male,184
"Gallegos, Anirudh",Male,188
"Liu, Andre",Male,192
"Elwood, Sunny",Male,166
"Daugherty, Nicole",Female,184
"Collins, Patrick",Male,180
"Fadler, Skye",Female,171
"Arellano, Elnora",Female,154
"Dhillon, Joshua",Male,183
"Wiedmaier, Treshaq",Male,196
"Arias Jaime, Jordan",Female,170
"Romo, Stephanie",Female,142
"Lomeli, Kimberly",Female,170
"Tearney, Duncan",Male,173
"Velasquez, Taylor",Female,151
"Latham, Noah",Male,194
"Perea, Cynthia",Female,151
"Donnell, Jesse",Male,151
"Wright, Tyler",Male,178
"Moreno, Simone",Female,165
"Trujillo, Jordan",Female,172
"Gor, Brian",Male,173
"Tarver, Josephine",Female,166
"Lopez, Vanessa",Female,167
"Nichols, Anthony",Male,171
"Franklin-Douglas, Sevren",Male,176
"Minty, Daijha",Female,167
"Munoz, Jeremy",Male,195
"Phillips, Keanu",Male,178
"Hudson, Jesus",Male,177
"Adams, Aphisitt",Male,164
"Hernandez, Jacob",Male,184
"Lee, Curtis",Male,169
"Wallace, Michael",Male,176
"Garcia, Shanice",Female,161
"Pak, Rashad",Male,189
"Mercado, Jordan",Female,175
"Boykin, Vincent",Male,179
"Dewitt, Abigail",Female,173
"Davis, Mikayla",Female,164
"Pacheco, Graciela",Female,159
"Smith, Eric",Male,176
"Perez, Pamela",Female,168
"Du, Austin",Male,184
"Pollet, Morgan",Female,168
"Thomas, Aurelia",Female,145
"Moye, Madeline",Female,152
"Tran, Rakim",Male,176
"Muhammad, Michael",Male,193
"Montoya, Jayla",Female,164
"Holeso, Devon",Male,174
"Perez Garcia, Victoria",Female,164
"Barcenas, Gennesee",Female,163
"Chanthongthip, Kevin",Male,181
"Yoshimura, Victor",Male,187
"Ho, Ellijah",Male,172
